N,data_type,method,iterations,warmup,cpu_threads,requested_zero_probability,nnz_a,actual_sparsity_a,h2d_ms,h2d_stdev_ms,compute_ms,compute_stdev_ms,d2h_ms,d2h_stdev_ms,total_gpu_ms,total_gpu_stdev_ms,total_wall_ms,total_wall_stdev_ms,launch_overhead_us,launch_overhead_stdev_us,setup_ms,compute_gops,end_to_end_gops,verified,max_abs_error,max_rel_error,checked_elements,device_name,compute_capability,notes
1024,float,cuda_tiled_shared,5,2,2,0,1048576,0,0.692383992672,0.00278513716639,3.67120637894,0.00279508921399,0.32764160037,0.00167569145621,4.7012928009,0.00450638265255,4.709769,0.00426136217688,4.2152,0.94231043717,8.322981,584.953126123,456.785769137,1,1.71661376953e-05,1.23977661133e-05,1048576,Tesla T4,7.5,Native CUDA tiled kernel; 16x16 blocking and shared-memory reuse.
1024,float,cublas_sgemm,5,2,2,0,1048576,0,0.699046421051,0.00414720151895,0.531155204773,0.00205326052728,0.326592004299,0.00308085399583,1.56698877811,0.00163325682214,1.5760086,0.00256275863851,15.1642,2.28728340177,22.116798,4043.04359385,1370.45247419,1,8.39233398438e-05,3.04952263832e-05,1048576,Tesla T4,7.5,Native cuBLAS SGEMM; pedantic FP32 math mode for reproducible verification.
1024,float,cusparse_spmm_fp32,5,2,2,0,1048576,0,1.0551615715,0.0149648611367,4.26784000397,0.00436687354364,0.325996798277,0.00128870476225,5.65871353149,0.0138216734854,5.6670366,0.0138353698698,10.8952,1.8732840041,25.408803,503.178105553,379.500329191,1,8.39233398438e-05,2.7634203434e-05,1048576,Tesla T4,7.5,"Native cuSPARSE CSR-by-dense SpMM in FP32. Host dense-to-CSR conversion is reported in setup_ms, not in CUDA-event total time."
64,double,cpu_naive,5,2,2,0,4096,0,0,0,0.2337344,0.0119290688924,0,0,0,0,0.2337344,0.0119290688924,0,0,0,2.24309301498,2.24309301498,1,0,0,4096,Tesla T4,7.5,Native scalar triple-loop CPU implementation.
64,double,cpu_blocked_mt,5,2,2,0,4096,0,0,0,0.274223,0.0535706652973,0,0,0,0,0.274223,0.0535706652973,0,0,0,1.91190381551,1.91190381551,1,0,0,4096,Tesla T4,7.5,Native blocked multi-threaded CPU implementation using std::thread; no BLAS library.
64,double,cuda_naive,5,2,2,0,4096,0,0.0192639997229,0.00501671834267,0.0178880000487,0.00253709775186,0.00605440000072,0.000397315788785,0.0528896003962,0.00293999011448,0.0599516,0.00289523896078,3.5776,1.7011786032,1.182659,29.3094811367,9.91287504676,1,2.6645352591e-15,2.06779038336e-15,4096,Tesla T4,7.5,Native CUDA one-thread-per-output-element kernel.
64,double,cuda_tiled_shared,5,2,2,0,4096,0,0.0151487998664,0.00313290258146,0.0212607998401,0.00210116957505,0.0126207999885,4.3407022709e-05,0.0589887991548,0.0010552435062,0.0660958,0.00100556439873,2.9306,0.33000521208,0.799508,24.6598436533,8.88792461471,1,2.6645352591e-15,2.06779038336e-15,4096,Tesla T4,7.5,Native CUDA tiled kernel; 16x16 blocking and shared-memory reuse.
64,double,cublas_dgemm,5,2,2,0,4096,0,0.016659199819,0.00391738519615,0.140160000324,0.000972502032756,0.0135871998966,0.000187247805926,0.179833599925,0.00298883151233,0.1870456,0.00291305349076,6.7164,0.363629261749,20.349611,3.74063926075,2.91540624343,1,2.6645352591e-15,2.06779038336e-15,4096,Tesla T4,7.5,Native cuBLAS DGEMM.
64,double,cusparse_spmm_fp64,5,2,2,0,4096,0,0.0200576003641,0.000896548637973,0.0273664001375,0.00181069087737,0.00727679999545,0.000308663331034,0.0644864007831,0.00202703302001,0.0718414,0.00183807699512,8.3602,0.234881587188,6.867658,19.1580915782,8.13021030223,1,6.2172489379e-15,2.60902410787e-15,4096,Tesla T4,7.5,"Native cuSPARSE CSR-by-dense SpMM in FP64. Host dense-to-CSR conversion is reported in setup_ms, not in CUDA-event total time."
128,double,cpu_naive,5,2,2,0,16384,0,0,0,2.3526998,0.0652112136044,0,0,0,0,2.3526998,0.0652112136044,0,0,0,1.78276208465,1.78276208465,1,0,0,16384,Tesla T4,7.5,Native scalar triple-loop CPU implementation.
128,double,cpu_blocked_mt,5,2,2,0,16384,0,0,0,0.9653108,0.0369748866633,0,0,0,0,0.9653108,0.0369748866633,0,0,0,4.34502960083,4.34502960083,1,0,0,16384,Tesla T4,7.5,Native blocked multi-threaded CPU implementation using std::thread; no BLAS library.
128,double,cuda_naive,5,2,2,0,16384,0,0.0336895998567,0.00362854583298,0.0419647991657,0.00250987700527,0.0146496001631,0.00308705639342,0.0998399987817,0.00534083771798,0.1071758,0.00567548388774,2.6918,0.521334595054,1.099395,99.9481490055,42.0102569229,1,8.881784197e-15,4.21884749358e-15,16384,Tesla T4,7.5,Native CUDA one-thread-per-output-element kernel.
128,double,cuda_tiled_shared,5,2,2,0,16384,0,0.0335487995297,0.00342197183497,0.0423104003072,0.00236067185592,0.0147968001664,0.00314562452562,0.100076802075,0.000802070427889,0.107482,0.00121589489677,3.0196,0.635670543599,0.826459,99.1317493937,41.9108515964,1,8.881784197e-15,4.21884749358e-15,16384,Tesla T4,7.5,Native CUDA tiled kernel; 16x16 blocking and shared-memory reuse.
128,double,cublas_dgemm,5,2,2,0,16384,0,0.0300223995,3.73183762854e-05,0.14561920166,0.00218451039128,0.0155456000939,0.000570067361679,0.200851199031,0.00215259231085,0.208412,0.00220919478544,14.3746,2.63151732656,19.443104,28.8032344099,20.8826435702,1,1.24344978758e-14,4.66293670343e-15,16384,Tesla T4,7.5,Native cuBLAS DGEMM.
128,double,cusparse_spmm_fp64,5,2,2,0,16384,0,0.039552000165,0.000534312925666,0.0542912006378,0.00303495052446,0.0201472003013,0.000371310478213,0.123577599227,0.00368916379304,0.1307482,0.00361538215961,8.0886,0.374666037959,7.202858,77.2556869387,33.9406496503,1,1.24344978758e-14,6.32827124036e-15,16384,Tesla T4,7.5,"Native cuSPARSE CSR-by-dense SpMM in FP64. Host dense-to-CSR conversion is reported in setup_ms, not in CUDA-event total time."
256,double,cpu_naive,5,2,2,0,65536,0,0,0,21.0611322,1.03992578625,0,0,0,0,21.0611322,1.03992578625,0,0,0,1.59319222164,1.59319222164,1,0,0,65536,Tesla T4,7.5,Native scalar triple-loop CPU implementation.
256,double,cpu_blocked_mt,5,2,2,0,65536,0,0,0,6.4595706,0.322752004603,0,0,0,0,6.4595706,0.322752004603,0,0,0,5.19452980358,5.19452980358,1,0,0,65536,Tesla T4,7.5,Native blocked multi-threaded CPU implementation using std::thread; no BLAS library.
256,double,cuda_naive,5,2,2,0,65536,0,0.0929279997945,0.000196221778493,0.230847999454,0.00138409081831,0.0492415994406,0.00312732806633,0.382617598772,0.00384343198687,0.3905124,0.00364754561863,3.4596,0.490395187578,1.237522,145.352925212,87.6970429685,1,1.24344978758e-14,7.1054273576e-15,65536,Tesla T4,7.5,Native CUDA one-thread-per-output-element kernel.
256,double,cuda_tiled_shared,5,2,2,0,65536,0,0.0933568000793,0.00101407370571,0.230399996042,0.00101617010644,0.0488384000957,0.00291353985263,0.382419198751,0.0031648936861,0.3903568,0.00354754198847,3.9804,1.46465417079,0.935567,145.635558057,87.74254041,1,1.24344978758e-14,7.1054273576e-15,65536,Tesla T4,7.5,Native CUDA tiled kernel; 16x16 blocking and shared-memory reuse.
256,double,cublas_dgemm,5,2,2,0,65536,0,0.0953343987465,0.00309037146443,0.276217597723,0.00256986118425,0.0465215995908,0.000285786543422,0.427686399221,0.00501991140368,0.4349612,0.00493817899231,13.2462,2.61904970552,19.406778,121.478255827,78.4556910416,1,2.84217094304e-14,1.11299858219e-14,65536,Tesla T4,7.5,Native cuBLAS DGEMM.
256,double,cusparse_spmm_fp64,5,2,2,0,65536,0,0.11938560009,0.000619973046233,0.257139194012,0.00196965874325,0.043590400368,0.000223908341071,0.429465597868,0.00270943450924,0.4366802,0.00266933665169,8.9578,0.412143373112,7.264511,130.491316693,78.1306632396,1,2.84217094304e-14,1.31006316906e-14,65536,Tesla T4,7.5,"Native cuSPARSE CSR-by-dense SpMM in FP64. Host dense-to-CSR conversion is reported in setup_ms, not in CUDA-event total time."
512,double,cpu_naive,5,2,2,0,262144,0,0,0,435.8757104,1.24206841201,0,0,0,0,435.8757104,1.24206841201,0,0,0,0.615853211352,0.615853211352,1,0,0,262144,Tesla T4,7.5,Native scalar triple-loop CPU implementation.
512,double,cpu_blocked_mt,5,2,2,0,262144,0,0,0,50.6668752,1.01006847348,0,0,0,0,50.6668752,1.01006847348,0,0,0,5.29804640488,5.29804640488,1,0,0,262144,Tesla T4,7.5,Native blocked multi-threaded CPU implementation using std::thread; no BLAS library.
512,double,cuda_naive,5,2,2,0,262144,0,0.355359995365,0.00345747519145,3.02541437149,0.00152947648195,0.166047999263,0.00294184550826,3.55736956596,0.00401168792707,3.565774,0.0037120032864,4.3394,1.09771446196,3.699666,88.7268397115,75.458973554,1,2.48689957516e-14,1.11022302463e-14,262144,Tesla T4,7.5,Native CUDA one-thread-per-output-element kernel.
512,double,cuda_tiled_shared,5,2,2,0,262144,0,0.361708790064,0.00792134411486,3.0100672245,0.00103761394913,0.168972802162,0.00282026351702,3.55142397881,0.00953589034607,3.5661034,0.00970447054907,10.2126,0.746727420147,3.936853,89.179222914,75.5853025721,1,2.48689957516e-14,1.11022302463e-14,262144,Tesla T4,7.5,Native CUDA tiled kernel; 16x16 blocking and shared-memory reuse.
512,double,cublas_dgemm,5,2,2,0,262144,0,0.361721599102,0.00829896093472,3.68789763451,0.00305573260207,0.167257595062,0.00226540040394,4.22712955475,0.00905104176115,4.2359098,0.00826724443581,21.5316,6.9966472142,21.144342,72.7882068874,63.503011328,1,6.03961325396e-14,2.59792187762e-14,262144,Tesla T4,7.5,Native cuBLAS DGEMM.
512,double,cusparse_spmm_fp64,5,2,2,0,262144,0,0.440774393082,0.000383146443505,3.44900484085,0.00174240037844,0.167187201977,0.000790498160544,4.06734075546,0.00212347394963,4.0754978,0.00208403564407,10.1864,0.76457533311,12.254154,77.8298287148,65.997778927,1,6.03961325396e-14,2.32730970003e-14,262144,Tesla T4,7.5,"Native cuSPARSE CSR-by-dense SpMM in FP64. Host dense-to-CSR conversion is reported in setup_ms, not in CUDA-event total time."
768,double,cpu_naive,5,2,2,0,589824,0,0,0,1468.87345,40.5442954246,0,0,0,0,1468.87345,40.5442954246,0,0,0,0.616778568637,0.616778568637,1,0,0,589824,Tesla T4,7.5,Native scalar triple-loop CPU implementation.
768,double,cpu_blocked_mt,5,2,2,0,589824,0,0,0,169.6220274,1.2186040328,0,0,0,0,169.6220274,1.2186040328,0,0,0,5.34110856878,5.34110856878,1,0,0,589824,Tesla T4,7.5,Native blocked multi-threaded CPU implementation using std::thread; no BLAS library.
768,double,cuda_naive,5,2,2,0,589824,0,0.787801599503,0.00261785929218,10.0779073715,0.00186013370957,0.370438396931,0.00779017648318,11.2464509964,0.00867059742685,11.2622388,0.0103796282452,12.3608,5.01054337971,7.767271,89.8966055751,80.5560495742,1,2.48689957516e-14,1.76525460915e-14,589824,Tesla T4,7.5,Native CUDA one-thread-per-output-element kernel.
768,double,cuda_tiled_shared,5,2,2,0,589824,0,0.782207989693,0.0037871942151,7.77435522079,0.801671978014,0.367680001259,0.00195645445269,8.93488006592,0.799420146225,8.944659,0.798676993778,4.435,1.53349887512,6.838517,116.53309352,101.396958584,1,2.48689957516e-14,1.76525460915e-14,589824,Tesla T4,7.5,Native CUDA tiled kernel; 16x16 blocking and shared-memory reuse.
768,double,cublas_dgemm,5,2,2,0,589824,0,0.787942397594,0.00952871366252,7.95950727463,0.00254121399962,0.367980796099,0.00183062559482,9.12557449341,0.00749427219029,9.1370066,0.00820715803696,21.5214,7.45977360514,24.981761,113.822330044,99.2780963713,1,2.48689957516e-14,1.76525460915e-14,589824,Tesla T4,7.5,Native cuBLAS DGEMM.
768,double,cusparse_spmm_fp64,5,2,2,0,589824,0,0.983206403255,0.00737910846771,5.82109441757,0.631135013465,0.367392003536,0.00178226505255,7.18134412766,0.637281575432,7.1909172,0.637531722298,15.396,4.29030054891,24.60106,155.635624336,126.156001982,1,8.881784197e-14,3.87467835594e-14,589824,Tesla T4,7.5,"Native cuSPARSE CSR-by-dense SpMM in FP64. Host dense-to-CSR conversion is reported in setup_ms, not in CUDA-event total time."
1024,double,cpu_blocked_mt,5,2,2,0,1048576,0,0,0,420.3123034,16.5128828913,0,0,0,0,420.3123034,16.5128828913,0,0,0,5.10925716575,5.10925716575,1,0,0,1048576,Tesla T4,7.5,Native blocked multi-threaded CPU implementation using std::thread; no BLAS library.
1024,double,cuda_naive,5,2,2,0,1048576,0,1.37856001854,0.00843533229714,21.6710336685,4.24908536534,0.648396801949,0.00205185448927,23.7080768585,4.24207068232,23.7188106,4.24266060424,7.9012,0.997948776241,14.19264,99.09465699,90.5802550251,1,3.5527136788e-14,2.18713935851e-14,1048576,Tesla T4,7.5,Native CUDA one-thread-per-output-element kernel.
1024,double,cuda_tiled_shared,5,2,2,0,1048576,0,1.37292797565,0.00128401728726,12.1666173935,0.150346427028,0.644646394253,0.00205232974725,14.1933439255,0.150141428206,14.2018242,0.149681107527,4.8112,1.36834270561,13.177446,176.506220139,151.302163836,1,3.5527136788e-14,2.18713935851e-14,1048576,Tesla T4,7.5,Native CUDA tiled kernel; 16x16 blocking and shared-memory reuse.
1024,double,cublas_dgemm,5,2,2,0,1048576,0,1.38299520016,0.0118006104383,13.9088830948,1.43129932723,0.645555198193,0.000809429430117,15.9466749191,1.42597573323,15.955566,1.42651936837,16.112,5.27839494544,28.773521,154.396556026,134.666547032,1,3.5527136788e-14,2.18713935851e-14,1048576,Tesla T4,7.5,Native cuBLAS DGEMM.
1024,double,cusparse_spmm_fp64,5,2,2,0,1048576,0,1.73215358257,0.0207809924437,11.030783844,0.149334092647,0.647801589966,0.00569267473553,13.419852829,0.144394259347,13.429609,0.143535068203,16.195,4.05386748673,31.73743,194.680965412,160.022891113,1,1.27897692437e-13,5.72875080707e-14,1048576,Tesla T4,7.5,"Native cuSPARSE CSR-by-dense SpMM in FP64. Host dense-to-CSR conversion is reported in setup_ms, not in CUDA-event total time."
